income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,32601.49,66243,179223.84,Category A (MNC/Govt/PSU),10.18,101964.58,1,0,1,0,0,0,2,11.43,735
STABLE,7133.68,18872,33616.15,Category C (Partnership/Proprietorship),4.22,1668.48,0,0,2,0,1,0,3,32.59,614
STABLE,99174.93,212182,561503.08,Category B (Private Ltd),9.1,928813.81,1,0,1,0,0,0,2,49.85,726
FLUCTUATING,71183.05,209075,331785.41,Unlisted,0.79,688986.84,0,0,5,1,1,1,5,65.31,601
FLUCTUATING,27513.38,89278,157382.35,Unlisted,5.77,422890.73,0,0,4,1,1,0,4,25.42,650
UNSTABLE,69196.87,150851,335179.65,Category C (Partnership/Proprietorship),9.28,171097.22,0,0,5,1,1,1,6,91.02,530
STABLE,33916.5,59021,172879.3,Unlisted,7.53,5767.48,0,0,2,1,1,0,2,53.92,625
STABLE,50588.38,95162,112505.89,Category A (MNC/Govt/PSU),7.38,392272.62,0,0,4,1,0,1,4,17.48,764
STABLE,80421.77,186646,315136.0,Category C (Partnership/Proprietorship),9.59,596391.22,0,0,3,1,1,0,4,22.45,735
STABLE,14475.44,24172,57703.14,Category A (MNC/Govt/PSU),5.6,88098.36,0,0,5,1,1,1,6,68.24,676
FLUCTUATING,56660.95,100428,237977.54,Category B (Private Ltd),6.43,119362.67,0,0,4,0,1,1,4,77.6,641
STABLE,7419.32,20806,62178.13,Category A (MNC/Govt/PSU),2.98,1483.41,0,0,2,1,1,0,2,13.49,637
STABLE,11715.28,241023,48042.92,Category A (MNC/Govt/PSU),12.07,1016330.2,0,0,1,0,0,0,1,26.27,804
STABLE,118709.27,263236,540218.09,Category B (Private Ltd),4.62,343834.51,0,0,1,0,0,0,1,56.33,729
STABLE,141490.02,243826,380126.39,Category C (Partnership/Proprietorship),4.56,295887.37,0,0,3,1,1,0,3,75.59,673
FLUCTUATING,69464.2,220109,459687.64,Category A (MNC/Govt/PSU),0.05,738961.17,0,0,1,0,0,1,1,39.17,708
UNSTABLE,38973.74,109823,242795.78,Category A (MNC/Govt/PSU),1.08,436406.42,0,0,4,0,1,1,5,55.24,677
UNSTABLE,87692.02,170890,240145.32,Category C (Partnership/Proprietorship),3.48,211659.81,0,0,3,0,1,1,3,80.74,525
STABLE,58007.79,180957,444704.2,Category B (Private Ltd),3.07,776054.98,0,0,4,1,1,0,5,24.3,737
FLUCTUATING,102004.47,209715,322346.59,Category B (Private Ltd),0.93,15385.25,0,0,1,0,0,1,1,29.97,610
FLUCTUATING,55960.81,102523,180135.36,Category C (Partnership/Proprietorship),6.41,373689.5,1,0,5,1,1,1,6,92.17,565
STABLE,128947.46,281812,475905.86,Category B (Private Ltd),2.54,1289997.64,0,0,5,1,1,1,5,47.96,743
STABLE,54956.34,165532,341702.41,Category A (MNC/Govt/PSU),16.99,304002.73,0,0,4,1,1,0,4,55.66,762
STABLE,63627.92,184392,407210.33,Category B (Private Ltd),0.85,2778.64,0,0,1,1,0,0,1,21.41,624
UNSTABLE,35614.33,103862,178007.75,Category A (MNC/Govt/PSU),7.81,9888.11,1,0,1,0,0,0,2,22.57,586
STABLE,101983.85,213069,450660.74,Category C (Partnership/Proprietorship),3.57,355338.31,0,0,2,0,1,1,3,63.81,700
STABLE,74137.09,172805,509244.54,Category A (MNC/Govt/PSU),5.77,727725.97,1,0,3,1,0,0,4,90.63,653
STABLE,65218.65,285271,305863.57,Category B (Private Ltd),18.72,869039.43,0,0,0,0,0,0,1,47.41,891
UNSTABLE,99769.35,217605,596456.33,Category A (MNC/Govt/PSU),0.73,3407.55,0,0,1,0,0,0,1,76.52,534
STABLE,77591.44,166859,295842.91,Category A (MNC/Govt/PSU),5.71,804641.63,1,0,0,0,0,0,1,47.75,735
STABLE,61065.46,184661,254282.49,Category B (Private Ltd),6.51,335877.73,0,0,3,1,0,1,3,75.71,730
STABLE,100096.71,247539,723068.08,Category A (MNC/Govt/PSU),8.76,248572.7,0,0,1,0,0,0,1,13.04,741
STABLE,51492.58,116845,336919.25,Category C (Partnership/Proprietorship),11.12,31716.18,0,0,2,0,1,0,2,92.87,647
STABLE,113120.42,257611,332615.51,Category C (Partnership/Proprietorship),8.67,995652.82,0,0,3,1,1,0,4,69.23,696
FLUCTUATING,164341.17,285856,494340.42,Category A (MNC/Govt/PSU),0.39,8187.75,0,0,1,0,0,0,1,80.41,519
STABLE,22499.52,249622,80163.83,Category B (Private Ltd),10.43,774766.19,0,0,2,0,1,0,3,71.19,821
STABLE,15705.3,37551,103341.75,Category B (Private Ltd),5.21,68009.73,2,0,5,1,1,1,6,87.42,562
STABLE,63092.16,143983,376128.0,Category C (Partnership/Proprietorship),0.16,11208.66,0,0,1,0,0,0,2,21.24,648
STABLE,60237.56,210539,159965.39,Category B (Private Ltd),14.4,895708.95,0,0,4,1,1,1,4,85.75,815
STABLE,160640.78,274315,329869.77,Category A (MNC/Govt/PSU),12.5,984846.22,0,0,4,1,1,1,4,12.71,766
STABLE,36222.89,81317,191227.14,Category A (MNC/Govt/PSU),4.21,40836.15,0,0,2,0,1,0,3,48.41,741
STABLE,40641.87,121324,306081.98,Category B (Private Ltd),8.37,5390.28,0,0,4,1,1,1,4,71.77,619
STABLE,7377.63,23578,28419.48,Category A (MNC/Govt/PSU),5.49,69020.55,0,0,2,0,0,0,2,36.03,710
UNSTABLE,134998.51,298504,321767.56,Category A (MNC/Govt/PSU),1.84,441469.4,0,0,5,1,1,1,5,66.93,585
UNSTABLE,132243.78,222084,611916.05,Category B (Private Ltd),9.84,883906.1,0,0,2,1,1,0,2,83.27,608
UNSTABLE,5633.95,15584,42626.16,Category A (MNC/Govt/PSU),7.79,68611.63,0,0,1,0,0,0,2,76.02,588
STABLE,48504.42,132911,203962.7,Category C (Partnership/Proprietorship),0.92,613794.2,0,0,5,1,1,1,6,69.7,698
STABLE,36349.72,108770,183661.41,Category C (Partnership/Proprietorship),8.14,396138.47,0,0,5,1,1,1,6,30.97,747
STABLE,75298.3,133699,371878.58,Category B (Private Ltd),4.27,628670.56,0,0,2,0,1,0,2,80.2,665
STABLE,6685.2,19072,20925.61,Category B (Private Ltd),0.41,1415.83,0,0,2,1,0,0,3,21.96,613
STABLE,114343.18,192251,379741.03,Category A (MNC/Govt/PSU),1.93,165242.25,0,0,3,1,1,1,4,94.88,625
FLUCTUATING,143188.59,266912,331528.08,Category A (MNC/Govt/PSU),2.52,784253.34,1,0,5,1,1,1,5,14.74,648
FLUCTUATING,93012.29,206009,600691.96,Category A (MNC/Govt/PSU),2.96,18259.1,0,1,3,0,1,1,4,90.35,482
STABLE,67185.06,199913,241548.54,Category A (MNC/Govt/PSU),2.21,201031.17,0,0,1,0,0,0,2,76.3,702
STABLE,68801.51,151919,382355.44,Category A (MNC/Govt/PSU),5.5,12630.5,0,0,0,0,0,0,1,41.91,704
UNSTABLE,143584.88,241973,557485.87,Category B (Private Ltd),8.51,496995.78,1,0,4,1,1,1,5,36.17,629
STABLE,48652.42,140914,161069.07,Category C (Partnership/Proprietorship),2.02,312902.45,1,0,1,1,0,0,1,36.01,700
FLUCTUATING,114263.19,284175,782187.61,Unlisted,0.15,392352.72,3,0,5,1,1,1,6,61.9,446
STABLE,70699.15,213295,299354.16,Category A (MNC/Govt/PSU),3.83,998671.7,0,0,3,1,1,0,3,13.84,746
STABLE,6081.81,10978,19415.21,Category A (MNC/Govt/PSU),0.78,9054.47,0,0,0,0,0,0,1,50.58,671
STABLE,86284.19,244913,592386.59,Unlisted,1.74,21194.2,0,0,1,1,0,0,2,86.83,550
FLUCTUATING,11085.38,18654,19690.18,Category B (Private Ltd),6.71,62712.83,0,0,0,0,0,0,0,35.19,660
STABLE,110681.18,202428,229042.01,Category B (Private Ltd),1.08,816844.0,0,0,2,0,1,0,3,58.71,746
STABLE,34233.88,235454,170327.07,Category A (MNC/Govt/PSU),15.1,1002591.25,0,0,1,1,0,0,1,23.67,836
FLUCTUATING,79953.93,201423,427672.44,Category A (MNC/Govt/PSU),2.58,4552.97,2,0,3,1,1,0,4,78.78,466
STABLE,107605.74,221295,249156.6,Category B (Private Ltd),0.24,3232.26,0,0,4,0,1,1,4,64.36,604
FLUCTUATING,37842.79,83858,87982.96,Category B (Private Ltd),1.02,5369.74,0,0,3,1,0,1,4,30.01,631
FLUCTUATING,12906.76,40896,114944.19,Category B (Private Ltd),0.07,196199.61,0,0,2,1,0,1,2,45.44,672
STABLE,15741.73,28974,41772.03,Category A (MNC/Govt/PSU),1.12,37493.24,0,0,0,0,0,0,1,51.64,724
FLUCTUATING,78800.59,251212,255377.68,Category C (Partnership/Proprietorship),20.82,3914.8,1,0,5,1,1,1,5,26.71,542
STABLE,95925.28,275288,743133.61,Category B (Private Ltd),0.37,689648.2,0,0,1,0,0,1,2,31.01,761
STABLE,49242.18,115402,330544.8,Category C (Partnership/Proprietorship),0.11,86222.24,0,0,0,0,0,0,0,31.98,688
STABLE,53801.59,97903,234320.06,Category A (MNC/Govt/PSU),1.98,412255.65,0,0,0,0,0,0,1,74.68,724
STABLE,110092.42,287080,490318.07,Category B (Private Ltd),3.91,1268232.14,0,0,4,1,1,0,5,18.71,734
STABLE,85562.78,265716,649000.43,Category C (Partnership/Proprietorship),0.27,411921.93,0,0,1,0,0,0,2,19.63,741
STABLE,37843.95,97395,111662.84,Category B (Private Ltd),8.67,106011.98,0,0,0,0,0,0,0,17.48,758
FLUCTUATING,56625.24,126931,371865.15,Category B (Private Ltd),1.97,399099.59,1,0,1,0,0,0,1,68.84,623
STABLE,118586.06,249204,717384.74,Category B (Private Ltd),1.08,80833.75,0,0,5,1,1,1,6,38.15,710
STABLE,54985.19,154990,246834.72,Category A (MNC/Govt/PSU),9.71,238892.17,0,0,4,0,1,1,4,43.39,764
STABLE,150084.74,279790,806386.76,Category B (Private Ltd),0.32,220601.29,3,0,1,1,0,0,1,78.0,561
STABLE,79222.34,163621,440265.9,Category B (Private Ltd),2.4,437615.95,0,0,5,1,1,1,5,40.25,737
STABLE,86088.93,239408,709073.86,Category A (MNC/Govt/PSU),3.65,691444.84,0,0,0,0,0,0,0,93.06,704
STABLE,147441.48,272460,340218.63,Category C (Partnership/Proprietorship),1.57,1291149.43,0,0,0,0,0,0,1,90.79,660
STABLE,61664.56,149246,298055.01,Category A (MNC/Govt/PSU),4.97,246919.98,0,0,0,0,0,0,0,26.97,764
STABLE,59243.68,127128,193089.73,Unlisted,2.64,308275.76,1,0,3,1,1,0,4,78.42,622
FLUCTUATING,34027.17,95994,107426.87,Category A (MNC/Govt/PSU),0.45,225391.1,0,0,0,0,0,0,1,94.29,616
STABLE,68950.72,158903,473370.47,Category A (MNC/Govt/PSU),0.84,721607.29,1,0,0,0,0,0,0,84.99,640
STABLE,77788.78,173854,474726.68,Category A (MNC/Govt/PSU),10.64,584010.95,0,0,5,1,1,1,6,82.11,708
STABLE,8617.78,18876,27151.6,Category C (Partnership/Proprietorship),5.04,77319.41,0,0,1,0,0,1,2,32.5,674
STABLE,54630.5,148652,388084.01,Unlisted,6.12,9890.52,0,0,5,1,1,1,5,46.41,655
UNSTABLE,140411.71,271228,503173.46,Category A (MNC/Govt/PSU),4.98,823096.1,0,0,1,0,0,1,1,65.89,658
STABLE,156099.02,287689,838647.43,Category A (MNC/Govt/PSU),0.02,19304.13,1,0,4,1,0,1,5,74.8,608
STABLE,70869.47,235334,356022.87,Category A (MNC/Govt/PSU),6.2,866883.62,2,0,5,1,1,1,5,86.45,594
STABLE,26481.34,56521,167139.0,Category A (MNC/Govt/PSU),2.7,1377.28,1,0,3,0,1,1,3,73.94,562
STABLE,137636.43,281969,485395.7,Category B (Private Ltd),1.76,710349.81,0,0,2,0,0,1,3,88.78,673
STABLE,98269.82,218242,454370.93,Category A (MNC/Govt/PSU),0.14,7764.27,1,0,3,1,1,0,3,72.95,564
FLUCTUATING,54723.57,101868,244268.6,Category B (Private Ltd),6.31,441999.41,0,0,4,1,1,1,5,70.59,663
STABLE,77019.38,216806,406177.94,Category A (MNC/Govt/PSU),0.58,17594.48,1,0,1,0,0,1,2,22.77,641
STABLE,97432.98,181931,273441.31,Category A (MNC/Govt/PSU),1.17,2877.24,3,0,0,0,0,0,0,49.21,519
STABLE,110545.05,237546,303439.27,Category C (Partnership/Proprietorship),4.04,699252.21,0,0,5,1,1,1,5,66.17,682
STABLE,93181.47,175558,517588.95,Category A (MNC/Govt/PSU),4.09,5628.77,0,0,3,1,0,1,4,41.61,645
UNSTABLE,101461.24,180790,287541.68,Category A (MNC/Govt/PSU),0.67,4417.44,0,0,1,0,0,0,1,82.52,474
STABLE,51233.9,134600,273179.61,Category A (MNC/Govt/PSU),5.69,194555.58,0,0,2,0,0,1,3,20.08,749
STABLE,43751.69,90919,198394.0,Category A (MNC/Govt/PSU),14.46,260768.2,0,0,5,1,1,1,5,61.17,735
STABLE,43517.47,100790,103951.91,Category A (MNC/Govt/PSU),2.72,282955.48,0,0,5,1,1,1,6,84.89,687
STABLE,59723.48,195126,568535.95,Category B (Private Ltd),0.12,862546.74,0,0,3,1,0,1,3,50.11,731
UNSTABLE,72244.07,172475,310503.83,Category C (Partnership/Proprietorship),5.33,629202.94,0,0,0,0,0,0,1,52.26,659
STABLE,22873.61,40589,43220.46,Category A (MNC/Govt/PSU),3.05,28093.83,0,0,3,1,1,0,3,86.07,626
STABLE,163413.94,287286,659667.27,Category A (MNC/Govt/PSU),5.57,738399.38,1,0,1,0,0,1,2,90.53,664
STABLE,88963.33,174005,506236.26,Category A (MNC/Govt/PSU),2.44,305275.89,0,0,1,1,0,0,2,57.42,769
STABLE,31505.6,77811,105504.8,Category B (Private Ltd),11.31,202102.16,0,0,0,0,0,0,1,38.6,771
STABLE,105944.42,289072,583158.42,Category C (Partnership/Proprietorship),0.97,6124.42,0,0,3,1,1,1,4,91.95,521
STABLE,106565.42,178369,229076.54,Category A (MNC/Govt/PSU),2.43,7936.04,0,0,2,0,0,1,3,65.06,641
FLUCTUATING,46162.97,125496,221874.87,Category B (Private Ltd),2.64,417012.51,0,0,2,1,0,0,3,84.18,605
STABLE,131239.52,269361,747368.15,Category A (MNC/Govt/PSU),10.32,980823.96,0,0,1,0,0,0,2,57.73,797
STABLE,35514.84,267024,104830.24,Category A (MNC/Govt/PSU),11.92,866589.25,0,0,1,0,0,1,2,76.66,834
UNSTABLE,40473.9,127231,287630.48,Category C (Partnership/Proprietorship),1.9,416408.65,0,0,4,1,0,1,4,31.29,638
STABLE,59681.22,188309,322285.65,Category B (Private Ltd),1.99,190764.67,0,0,4,1,1,1,4,24.55,708
FLUCTUATING,62984.47,130211,328976.75,Category B (Private Ltd),4.9,114034.66,0,0,4,1,1,1,4,57.27,652
STABLE,92048.71,167180,462795.7,Category C (Partnership/Proprietorship),3.22,705674.25,0,0,3,0,1,0,4,71.65,694
STABLE,72381.39,178380,190819.14,Category A (MNC/Govt/PSU),2.55,14984.95,0,0,0,0,0,0,1,19.92,691
FLUCTUATING,15776.99,36162,53529.14,Unlisted,0.28,149103.51,0,0,4,1,0,1,5,38.2,614
STABLE,68636.33,118615,313376.69,Category C (Partnership/Proprietorship),4.65,277675.27,0,0,0,0,0,0,0,44.74,736
STABLE,37203.93,110373,151559.96,Category B (Private Ltd),8.26,6575.41,0,0,3,0,1,0,4,67.28,670
STABLE,101417.65,262966,756377.2,Category B (Private Ltd),5.37,1262111.82,0,0,4,1,1,1,5,52.16,754
UNSTABLE,98222.99,298608,330878.76,Category B (Private Ltd),0.25,620074.99,0,0,5,1,1,1,6,50.05,655
FLUCTUATING,77297.18,237247,658478.91,Category B (Private Ltd),0.19,4245.52,0,0,0,0,0,0,0,31.19,592
STABLE,32822.87,79252,215318.18,Category C (Partnership/Proprietorship),0.09,4173.66,0,0,3,0,1,1,4,14.18,642
STABLE,62953.68,181572,533362.67,Category A (MNC/Govt/PSU),1.44,2522.45,0,0,0,0,0,0,0,17.82,664
FLUCTUATING,145474.14,265648,475444.18,Category B (Private Ltd),10.13,935015.08,0,0,4,1,1,0,4,54.89,717
UNSTABLE,30882.64,84472,126137.25,Category A (MNC/Govt/PSU),4.33,113598.97,0,0,3,1,1,0,3,29.53,644
STABLE,86193.45,168620,480681.26,Category A (MNC/Govt/PSU),2.16,222223.23,0,0,3,0,1,1,3,74.42,699
STABLE,50096.33,133215,343959.02,Category A (MNC/Govt/PSU),4.17,362650.32,0,0,4,0,1,1,5,39.6,749
FLUCTUATING,110191.44,196282,362990.69,Category B (Private Ltd),7.15,578153.36,0,0,1,0,0,0,1,23.09,722
FLUCTUATING,88386.12,255869,766789.12,Unlisted,11.6,12933.91,0,0,4,1,1,0,5,27.42,583
STABLE,11729.58,30481,59577.71,Category B (Private Ltd),7.52,16077.59,0,0,2,0,0,1,3,64.09,683
STABLE,76240.25,145756,331856.93,Unlisted,11.67,590896.64,0,0,3,0,1,1,3,15.59,724
STABLE,59504.59,180737,436062.46,Category A (MNC/Govt/PSU),1.01,509996.67,0,0,0,0,0,0,1,25.87,749
STABLE,68821.95,187553,437446.77,Category C (Partnership/Proprietorship),3.47,389389.41,0,0,2,1,0,0,3,30.42,732
STABLE,113988.82,280473,763283.15,Category B (Private Ltd),7.37,553278.77,1,0,4,1,0,1,5,77.18,709
STABLE,111376.29,191731,464776.65,Category C (Partnership/Proprietorship),0.62,627715.92,0,0,2,1,0,0,2,62.5,704
STABLE,72539.21,167470,309993.16,Category C (Partnership/Proprietorship),0.21,663334.26,0,0,0,0,0,0,0,18.17,743
STABLE,39038.52,94810,256281.63,Category B (Private Ltd),4.21,73256.81,0,0,3,0,1,1,3,89.36,632
STABLE,72576.24,160575,286092.25,Category A (MNC/Govt/PSU),12.73,687579.22,0,0,3,1,1,0,4,61.31,747
STABLE,95995.21,209512,343597.21,Category B (Private Ltd),4.58,10463.71,0,0,3,0,1,0,4,39.47,644
STABLE,19757.91,46176,68698.95,Unlisted,16.24,215152.13,0,0,0,0,0,0,0,11.81,725
STABLE,98422.0,191315,203328.25,Category B (Private Ltd),0.41,600837.99,0,0,1,0,1,0,2,22.38,749
STABLE,48223.84,103997,172199.07,Category A (MNC/Govt/PSU),3.19,188808.4,0,0,0,0,0,0,0,33.66,756
STABLE,73052.11,162499,299717.28,Category A (MNC/Govt/PSU),11.86,34465.01,0,0,2,0,0,1,3,19.69,772
FLUCTUATING,145773.52,252668,498186.9,Unlisted,13.8,605979.67,0,0,0,0,0,0,0,43.28,673
FLUCTUATING,84605.07,260446,682064.54,Category A (MNC/Govt/PSU),4.46,15686.98,1,0,2,0,1,0,3,80.46,499
STABLE,100318.53,168360,231750.18,Category B (Private Ltd),7.61,283307.19,0,0,5,1,1,1,6,52.11,763
STABLE,73965.61,141543,191541.94,Category B (Private Ltd),8.16,630846.49,0,0,1,0,0,0,1,77.24,756
FLUCTUATING,108826.66,279881,621735.69,Category B (Private Ltd),0.81,774193.89,0,0,3,1,1,0,3,80.25,582
STABLE,22300.94,39457,45838.92,Unlisted,4.03,63184.28,0,0,3,1,1,1,4,35.71,694
STABLE,127006.32,213826,614653.6,Category B (Private Ltd),5.71,606774.6,0,0,3,1,1,1,4,34.97,760
STABLE,42210.64,139380,413095.3,Category A (MNC/Govt/PSU),8.43,499545.62,0,0,1,0,0,1,2,19.02,791
STABLE,155910.93,273777,819144.94,Category A (MNC/Govt/PSU),1.35,454056.68,0,0,2,0,0,0,3,60.96,748
STABLE,21592.44,71486,167433.75,Category A (MNC/Govt/PSU),10.52,332769.8,1,0,2,1,0,0,3,26.61,733
STABLE,47186.54,90617,267523.63,Category B (Private Ltd),8.47,49798.66,0,0,0,0,0,0,1,46.29,751
UNSTABLE,89246.04,274391,562942.74,Category B (Private Ltd),17.52,1038928.69,0,0,2,1,1,0,3,62.11,646
STABLE,37138.36,85748,229996.89,Category C (Partnership/Proprietorship),4.65,360496.73,0,0,3,0,1,1,3,50.59,740
STABLE,6366.51,11664,34727.6,Category B (Private Ltd),0.16,977.77,0,0,2,0,0,0,3,32.35,627
STABLE,134620.11,238335,639850.39,Category A (MNC/Govt/PSU),0.73,7926.42,0,1,0,0,0,0,0,51.86,606
STABLE,69464.23,142010,401091.44,Category A (MNC/Govt/PSU),0.88,2182.45,0,0,3,1,0,1,3,68.26,624
UNSTABLE,119057.26,280628,471356.03,Category C (Partnership/Proprietorship),2.72,18449.12,0,0,0,0,0,0,1,16.16,570
STABLE,27326.46,78779,166342.77,Category B (Private Ltd),2.11,268965.12,0,0,1,0,0,0,2,28.91,729
STABLE,106258.12,196719,430034.55,Category C (Partnership/Proprietorship),3.73,199092.1,0,0,3,0,1,1,3,71.35,665
FLUCTUATING,74801.44,186930,231116.74,Category C (Partnership/Proprietorship),3.02,776613.21,0,0,4,1,0,1,5,50.91,659
STABLE,150979.66,292051,475849.51,Category A (MNC/Govt/PSU),4.76,981913.95,0,0,3,1,1,1,3,69.46,726
STABLE,36976.09,66096,96969.7,Category A (MNC/Govt/PSU),15.68,248824.08,0,0,2,0,0,0,2,75.42,732
STABLE,84956.68,165259,350917.84,Category B (Private Ltd),0.07,656886.28,0,0,3,1,0,0,3,82.33,676
STABLE,62776.13,160005,277249.71,Category B (Private Ltd),0.47,380113.95,0,0,2,1,1,0,2,86.04,654
FLUCTUATING,121603.46,255971,337464.37,Category A (MNC/Govt/PSU),1.29,1019217.77,0,0,2,0,0,0,3,59.18,694
FLUCTUATING,89080.9,149132,307895.02,Category B (Private Ltd),18.33,313504.36,0,0,4,1,1,1,5,88.92,632
FLUCTUATING,8032.05,20897,33805.48,Category A (MNC/Govt/PSU),3.44,20327.06,0,0,1,0,0,1,1,93.91,538
STABLE,22337.69,44775,57646.78,Category A (MNC/Govt/PSU),2.44,153504.63,0,0,1,0,0,1,2,26.7,744
STABLE,117391.51,208379,353881.5,Category B (Private Ltd),3.4,269628.55,2,0,5,1,1,1,5,81.45,559
STABLE,12755.0,25033,46947.86,Category B (Private Ltd),2.62,1342.55,0,0,1,0,0,0,2,25.33,672
STABLE,148259.42,273759,353840.92,Category B (Private Ltd),3.13,583356.52,0,0,2,0,0,0,2,91.44,682
STABLE,94991.79,193956,309592.29,Category C (Partnership/Proprietorship),7.38,324231.92,0,0,1,0,1,0,2,14.23,745
STABLE,112088.7,295949,816641.81,Category C (Partnership/Proprietorship),3.14,779661.26,0,0,2,1,0,0,3,70.36,713
STABLE,93080.01,257817,369052.89,Unlisted,0.76,1272688.38,1,0,1,0,1,0,2,66.96,642
STABLE,109990.53,200403,236507.78,Category B (Private Ltd),5.47,169521.74,0,0,3,1,1,0,4,93.15,633
STABLE,30582.25,97378,105248.7,Category C (Partnership/Proprietorship),1.94,43394.32,0,0,5,1,1,1,5,71.86,661
UNSTABLE,6972.96,14194,18184.75,Category A (MNC/Govt/PSU),3.34,19748.78,0,0,1,0,0,0,2,54.32,595
STABLE,125673.89,233358,556854.29,Category A (MNC/Govt/PSU),1.39,1009305.17,0,1,5,1,1,1,5,79.8,659
STABLE,76076.67,196901,490553.73,Category A (MNC/Govt/PSU),5.11,201608.12,0,2,2,0,0,1,3,80.74,534
UNSTABLE,11071.26,26069,69662.17,Category B (Private Ltd),2.31,48051.43,0,0,0,0,0,0,1,12.47,648
STABLE,47042.66,100918,238006.97,Category B (Private Ltd),3.82,427782.77,0,0,1,1,0,0,2,57.71,763
STABLE,96473.03,231468,462958.42,Category B (Private Ltd),7.49,107115.6,0,0,1,0,0,1,2,88.08,658
STABLE,151252.97,291803,352318.68,Category B (Private Ltd),1.47,774275.93,1,0,0,0,0,0,0,68.98,697
STABLE,164062.83,296743,523559.26,Category C (Partnership/Proprietorship),4.81,340514.42,0,0,3,1,0,1,4,90.3,619
FLUCTUATING,71358.59,221550,648457.83,Category A (MNC/Govt/PSU),6.74,3256.02,0,0,1,1,0,0,2,11.89,609
FLUCTUATING,46847.46,153543,401369.15,Category A (MNC/Govt/PSU),1.93,184639.82,1,0,5,1,1,1,5,37.5,608
UNSTABLE,44895.04,140594,241324.94,Category A (MNC/Govt/PSU),4.28,122488.82,1,0,5,1,1,1,6,28.54,583
STABLE,124312.13,216735,296620.35,Category A (MNC/Govt/PSU),25.92,443057.45,0,0,0,0,0,0,1,50.5,789
STABLE,144987.61,281898,339152.06,Category A (MNC/Govt/PSU),4.48,802169.8,0,0,1,1,0,0,1,42.24,780
STABLE,116270.15,213358,555319.17,Category A (MNC/Govt/PSU),4.78,559296.1,0,0,0,0,0,0,0,83.13,697
STABLE,35608.7,84567,105099.12,Category A (MNC/Govt/PSU),4.33,361319.84,2,0,1,0,1,0,2,67.65,663
STABLE,67055.74,165831,425572.27,Category A (MNC/Govt/PSU),11.44,435233.76,3,0,3,1,1,0,3,34.73,640
FLUCTUATING,61698.76,192297,235690.75,Category A (MNC/Govt/PSU),5.63,15294.07,0,0,5,1,1,1,5,24.96,634
UNSTABLE,32878.52,88537,97129.15,Category C (Partnership/Proprietorship),2.89,394143.35,0,0,1,1,0,0,1,70.3,607
FLUCTUATING,4529.85,13039,33984.04,Category B (Private Ltd),5.18,54495.68,3,0,2,0,0,1,2,24.58,525
STABLE,96535.08,173785,364258.1,Category C (Partnership/Proprietorship),11.98,11570.21,0,0,0,0,0,0,1,81.29,605
STABLE,46442.39,135645,197599.66,Category B (Private Ltd),17.33,109023.45,0,2,1,1,0,0,1,34.26,630
STABLE,41782.91,103421,208098.08,Category C (Partnership/Proprietorship),0.53,10049.46,0,0,4,1,1,0,4,25.98,642
STABLE,120932.41,203500,259509.82,Unlisted,1.58,102231.13,0,0,4,0,1,1,4,90.43,597
STABLE,104699.82,233096,343071.61,Category A (MNC/Govt/PSU),4.35,5181.86,0,0,0,0,0,0,1,57.39,658
FLUCTUATING,40826.7,116127,311360.79,Category A (MNC/Govt/PSU),7.15,444974.16,0,1,5,1,1,1,6,84.48,554
UNSTABLE,91060.05,245598,701210.52,Category A (MNC/Govt/PSU),6.43,849767.99,0,0,5,1,1,1,6,18.58,668
STABLE,14939.53,32437,36722.79,Category B (Private Ltd),1.21,17297.9,0,0,4,1,1,1,4,93.94,602
UNSTABLE,127714.15,261481,422723.77,Unlisted,6.79,1053395.16,0,0,3,1,1,0,4,22.81,629
STABLE,7566.2,20855,35895.18,Category B (Private Ltd),1.12,68916.75,0,0,2,1,1,0,3,35.93,681
STABLE,56766.84,110500,208378.91,Category B (Private Ltd),0.34,375425.82,0,0,5,1,1,1,5,50.77,725
STABLE,96850.84,261544,417572.71,Category C (Partnership/Proprietorship),0.37,783213.63,0,0,0,0,0,0,0,18.69,719
STABLE,79858.88,197004,277245.88,Unlisted,0.14,428116.33,0,0,1,0,0,0,2,66.65,673
STABLE,108763.81,295414,663103.31,Category B (Private Ltd),5.07,1460754.42,3,0,3,1,1,0,4,73.98,613
UNSTABLE,48754.84,106063,220744.59,Category C (Partnership/Proprietorship),8.36,2091.85,0,0,0,0,0,0,1,22.14,568
FLUCTUATING,18413.89,44902,67827.1,Category B (Private Ltd),9.86,179492.8,0,0,0,0,0,0,0,86.03,610
STABLE,30273.04,62773,120541.51,Category A (MNC/Govt/PSU),9.15,148039.81,0,0,1,0,0,1,1,13.47,761
STABLE,81456.93,234708,678845.56,Category B (Private Ltd),12.97,12021.23,0,0,0,0,0,0,1,82.2,634
FLUCTUATING,79085.56,196871,298969.41,Category C (Partnership/Proprietorship),2.49,383646.1,0,0,3,1,0,1,4,59.58,665
STABLE,104028.41,195255,404094.19,Category B (Private Ltd),3.19,702104.62,0,0,5,1,1,1,6,22.21,730
STABLE,28999.15,54642,156223.09,Category B (Private Ltd),3.35,272635.39,0,0,3,0,1,0,3,61.87,712
